cemu_hash,w,h,fmt,texconv_fmt,ngrp_file
c6d442fb,512,512,0032,BC2_UNORM,tex1_128x128_FADD093447428B0C_13_mip0.dds
29a58f50,512,512,0031,BC1_UNORM,tex1_128x128_AEAB37C1F44FD991_12_mip0.dds
e001e781,64,64,0032,BC2_UNORM,tex1_64x64_7107638744207465_13_mip0.dds
315664d3,256,128,0031,BC1_UNORM,tex1_128x64_35459462D21C5DDA_12_mip0.dds
ac45bbc4,64,64,0032,BC2_UNORM,tex1_32x32_B3B3702A151831D1_13_mip0.dds
e158b645,256,256,0031,BC1_UNORM,tex1_128x128_7F2E64182774D502_12_mip0.dds
ff36b6eb,512,512,0031,BC1_UNORM,tex1_128x128_4121061C3C8736DF_12_mip0.dds
027a9ab6,256,256,0031,BC1_UNORM,tex1_128x128_110282099EED709F_12_mip0.dds
536646cd,512,128,0032,BC2_UNORM,tex1_128x32_536FA0074A918F48_13_mip0.dds
ad68aeb4,128,256,0031,BC1_UNORM,tex1_32x64_B7B06ED8BA61A05B_12_mip0.dds
a534eae0,256,128,0032,BC2_UNORM,tex1_128x64_2EA88671F1AD5155_13_mip0.dds
fd497e5e,256,256,0031,BC1_UNORM,tex1_128x128_7695903BAAFFC567_12_mip0.dds
86008564,512,512,0031,BC1_UNORM,tex1_128x128_34C7D62AA4E84062_12_mip0.dds
ef6565b6,512,256,0032,BC2_UNORM,tex1_128x64_3E9E7E1D6D7DAF65_12_mip0.dds
13c27638,256,256,0031,BC1_UNORM,tex1_128x128_F7A053B6CEBAF6FC_12_mip0.dds
0ccaceb1,256,256,0032,BC2_UNORM,tex1_128x128_68D60EC518A97152_13_mip0.dds
c54fe253,256,256,0032,BC2_UNORM,tex1_128x128_A1DB4EA42A0F804F_13_mip0.dds
33242d98,32,8,0032,BC2_UNORM,tex1_64x16_610BF1AD33AB9E75_13_mip0.dds
ac45bbc4,64,64,0032,BC2_UNORM,tex1_32x32_B3B3702A151831D1_13_mip0.dds
43acfaa8,256,128,0031,BC1_UNORM,tex1_128x64_83186868C97EE7AF_12_mip0.dds
33a85d2e,256,256,0032,BC2_UNORM,tex1_128x128_80671196E8B3C086_13_mip0.dds
ef2d594a,256,256,0031,BC1_UNORM,tex1_128x128_6E28237173840503_12_mip0.dds
b1d0f040,512,512,0031,BC1_UNORM,tex1_128x128_57854CCFD1FE41D9_12_mip0.dds
77309a01,256,512,0031,BC1_UNORM,tex1_64x128_DB797D1AC6BDA658_12_mip0.dds
9ddbfe96,512,512,0032,BC2_UNORM,tex1_128x128_C67FD372A61AF891_13_mip0.dds
2d9f3139,256,256,0031,BC1_UNORM,tex1_128x128_6BFCF024134BDD65_12_mip0.dds
e4eef177,256,256,0031,BC1_UNORM,tex1_128x128_B77D98C53028BC71_12_mip0.dds
0a50230a,64,64,0031,BC1_UNORM,tex1_64x64_5884DDCF520D6C5D_12_mip0.dds
9fa95f42,256,128,0031,BC1_UNORM,tex1_128x64_B7ED5685F8401046_12_mip0.dds
966985f7,512,128,0032,BC2_UNORM,tex1_256x64_7BB7CEEFB807FC54_13_mip0.dds
4362f3ae,512,256,0031,BC1_UNORM,tex1_128x64_06B40946DC3BC06F_12_mip0.dds
a5f4d1c9,512,512,0031,BC1_UNORM,tex1_128x128_AAD51E2226878A9C_12_mip0.dds
3b87910b,512,512,0031,BC1_UNORM,tex1_128x128_25B9ABF8E4842DD6_12_mip0.dds
ad80e8cb,512,512,0031,BC1_UNORM,tex1_128x128_7EC423F3D401D204_12_mip0.dds
33242d98,32,8,0032,BC2_UNORM,tex1_64x16_A02A1A3A422C66D3_13_mip0.dds
cd28d89c,512,512,0031,BC1_UNORM,tex1_128x128_3DB67EF0E740B98B_12_mip0.dds
6bcc3dcf,512,512,0031,BC1_UNORM,tex1_128x128_CB72A9DD527A3D54_12_mip0.dds
43c3f104,512,512,0032,BC2_UNORM,tex1_128x128_F0787224D31DAAE0_12_mip0.dds
dd743c95,256,256,0032,BC2_UNORM,tex1_128x128_1711732CD6941535_13_mip0.dds
4f87fb7b,512,512,0031,BC1_UNORM,tex1_128x128_C36A44627951AE96_12_mip0.dds
ecf09c2b,512,512,0031,BC1_UNORM,tex1_128x128_44B2FDF978B22580_12_mip0.dds
825ba9be,128,256,0031,BC1_UNORM,tex1_64x128_7DF264C990D283DF_12_mip0.dds
c3ad35a8,256,256,0032,BC2_UNORM,tex1_128x128_E2B5D3C3831B7DBB_13_mip0.dds
357ea52e,128,128,0032,BC2_UNORM,tex1_128x128_78CC9C0325619D27_13_mip0.dds
286ed788,256,256,001a,R8G8B8A8_UNORM,tex1_128x128_88C7FC0203C94C76_5_mip0.dds
ff507c30,256,128,0031,BC1_UNORM,tex1_128x64_726D9EF3137F960C_12_mip0.dds
a34df6b2,256,128,0032,BC2_UNORM,tex1_128x64_6BF3E0269A881223_13_mip0.dds
cb93f93a,128,128,0031,BC1_UNORM,tex1_128x128_35AACAE81D096D70_12_mip0.dds
debced10,512,256,0032,BC2_UNORM,tex1_128x64_9979848A8CDE8344_13_mip0.dds
d03d4f69,256,128,0031,BC1_UNORM,tex1_128x64_034E70ADDE161F69_12_mip0.dds
d07fede9,256,128,0032,BC2_UNORM,tex1_128x64_D08D4E25B644F2F4_13_mip0.dds
cd28d89c,512,512,0031,BC1_UNORM,tex1_128x128_3DB67EF0E740B98B_12_mip0.dds
a2009a3e,256,256,0031,BC1_UNORM,tex1_128x128_FD0482F5721EE38E_12_mip0.dds
b311781d,256,128,0031,BC1_UNORM,tex1_128x64_2C6CF0327E682636_12_mip0.dds
992e3389,32,8,0032,BC2_UNORM,tex1_32x8_A08E260B9A313808_13_mip0.dds
d353149f,256,256,0031,BC1_UNORM,tex1_128x128_CBA69756680BBCC6_12_mip0.dds
f1a93248,256,256,0031,BC1_UNORM,tex1_128x128_0B04FD7CC2821CF3_12_mip0.dds
2e357bf3,128,128,0032,BC2_UNORM,tex1_64x64_7B7D1F17ADC08F2E_13_mip0.dds
f971975b,128,256,0032,BC2_UNORM,tex1_64x128_A85E439179A49046_13_mip0.dds
009ef59c,64,512,0032,BC2_UNORM,tex1_32x256_5C73BFEBA314503D_13_mip0.dds
d194c89f,64,128,0032,BC2_UNORM,tex1_32x64_CD3538298A98FAF0_13_mip0.dds
fa08bfce,128,64,0031,BC1_UNORM,tex1_64x32_195C232C46FB2F63_12_mip0.dds
a88d9278,128,128,0031,BC1_UNORM,tex1_64x64_23CFB923509ED2E6_12_mip0.dds
25beab49,128,128,0031,BC1_UNORM,tex1_64x64_7CB0E93F6F8B532C_12_mip0.dds
99826d36,256,256,0031,BC1_UNORM,tex1_128x128_594F4A0FA7209D2A_12_mip0.dds
255e2d14,128,128,0032,BC2_UNORM,tex1_64x64_D27201ABBB22D9EA_13_mip0.dds
7caeb63e,128,128,0032,BC2_UNORM,tex1_64x64_2A7D537F32921CC5_13_mip0.dds
85a023cb,128,128,0031,BC1_UNORM,tex1_64x64_88DEA3EA5FC09D66_12_mip0.dds
1725b88d,128,128,0031,BC1_UNORM,tex1_64x64_CDB4DF35AF154321_12_mip0.dds
baff4ddf,128,128,0031,BC1_UNORM,tex1_64x64_BF2AF73A0F385DA8_12_mip0.dds
7bf86130,256,256,0031,BC1_UNORM,tex1_128x128_6D8D9F5A607D1A22_12_mip0.dds
5d04170e,64,64,0032,BC2_UNORM,tex1_32x32_228E924DFE758647_13_mip0.dds
e1223808,128,128,0032,BC2_UNORM,tex1_64x64_B94CFD33B2795CFA_13_mip0.dds
700d6435,128,128,0032,BC2_UNORM,tex1_64x64_52361BEE0417CA03_13_mip0.dds
fdbb0b10,64,64,0032,BC2_UNORM,tex1_32x32_F07840B901F71A9D_13_mip0.dds
45c30f04,64,128,0032,BC2_UNORM,tex1_32x64_CD1185D72B3206F5_13_mip0.dds
1cbe40c4,128,64,0031,BC1_UNORM,tex1_64x32_05EC53E90B76C21E_12_mip0.dds
773d5e81,64,64,0032,BC2_UNORM,tex1_32x32_FF974CF05646F428_13_mip0.dds
62956553,32,32,0032,BC2_UNORM,tex1_16x16_FB1D9792178161DD_13_mip0.dds
3606ea2a,256,256,0031,BC1_UNORM,tex1_128x128_1D75C9F5BC6B6EF3_12_mip0.dds
c3de70de,256,128,0031,BC1_UNORM,tex1_128x64_C9CDBF92B70D7012_12_mip0.dds
6f15685d,256,256,0031,BC1_UNORM,tex1_128x128_603E8070F3ABEB6C_12_mip0.dds
f2e019e0,128,128,0032,BC2_UNORM,tex1_128x128_31DA26586CB1F78B_13_mip0.dds
c2a30a01,64,64,0032,BC2_UNORM,tex1_64x64_FB787C7A070F35B2_13_mip0.dds
8b70922c,128,128,0032,BC2_UNORM,tex1_128x128_C04BDC27F0392FE1_13_mip0.dds
00000088,128,128,0032,BC2_UNORM,tex1_128x128_58748CC76F556083_13_mip0.dds
debaf10d,256,256,0031,BC1_UNORM,tex1_128x128_073524928D789074_12_mip0.dds
19f33b02,512,512,0031,BC1_UNORM,tex1_128x128_AD59B820944CA0E8_12_mip0.dds
51c19c60,256,256,0031,BC1_UNORM,tex1_128x128_491E3890BE8C7728_12_mip0.dds
76293888,512,512,0031,BC1_UNORM,tex1_128x128_F1FD9364CE277621_12_mip0.dds
e2ccda6d,512,512,0032,BC2_UNORM,tex1_128x128_34ABB681591D73CA_13_mip0.dds
28d05635,256,256,0031,BC1_UNORM,tex1_128x128_DDA13B35995FBAFB_12_mip0.dds
46820a1e,256,256,0031,BC1_UNORM,tex1_128x128_30DAE223406EB2C8_12_mip0.dds
9676b0b4,512,256,0032,BC2_UNORM,tex1_128x64_D3C342FC9E3B83CE_13_mip0.dds
7250f90e,256,128,0031,BC1_UNORM,tex1_128x64_EA28DFB30320AD1C_12_mip0.dds
ad42d750,256,128,0031,BC1_UNORM,tex1_128x64_728E044A5CC48B9C_12_mip0.dds
890cb6d4,512,256,0032,BC2_UNORM,tex1_128x64_E3507CF7E4478A54_13_mip0.dds
cefc81fe,128,128,0032,BC2_UNORM,tex1_128x128_7CEA94CCB0EA925F_13_mip0.dds
ef6565b6,256,128,0032,BC2_UNORM,tex1_128x64_EF1203485F7DCD0F_13_mip0.dds
0872820b,256,256,0032,BC2_UNORM,tex1_128x128_0204D61DD20EE5E2_13_mip0.dds
8959febc,128,128,0032,BC2_UNORM,tex1_128x128_CB3D5F2ACF708F72_13_mip0.dds
e4228393,256,128,0031,BC1_UNORM,tex1_128x64_4D2A18961655C479_12_mip0.dds
de2d0be6,256,512,0031,BC1_UNORM,tex1_64x128_D02CB709BEC4AC13_12_mip0.dds
df81a879,256,128,0032,BC2_UNORM,tex1_128x64_79E5D5269C71AF82_13_mip0.dds
88e1b279,64,64,0031,BC1_UNORM,tex1_64x64_6F8A059D6A2E0184_12_mip0.dds
c793be1e,128,256,0031,BC1_UNORM,tex1_64x128_4FC9ABA85B34D322_12_mip0.dds
5e35513c,256,256,0031,BC1_UNORM,tex1_128x128_FEBBA6AB4DF694EA_12_mip0.dds
d9dd04ad,128,256,0031,BC1_UNORM,tex1_64x128_5612C28ADDC5DD4E_12_mip0.dds
ffffedb7,128,256,0032,BC2_UNORM,tex1_64x128_0197FF5BFE76B175_13_mip0.dds
627f0412,512,256,0031,BC1_UNORM,tex1_128x64_903A0D23338BABCC_12_mip0.dds
cb05380a,512,256,0031,BC1_UNORM,tex1_128x64_E26A2638B4CBD786_12_mip0.dds
8d193a81,256,512,0031,BC1_UNORM,tex1_64x128_DDD9DFBF6E29B359_12_mip0.dds
c3d8b1de,512,512,0032,BC2_UNORM,tex1_128x128_09C0357DA06F9F77_13_mip0.dds
54ea3e50,128,64,0031,BC1_UNORM,tex1_128x64_037265DE87E5DB6D_12_mip0.dds
487b4809,256,128,0031,BC1_UNORM,tex1_128x64_AE6ECB03589B1D88_12_mip0.dds
44e40dbc,256,256,0032,BC2_UNORM,tex1_128x128_C8085C3C90180D22_13_mip0.dds
19df5549,256,256,0032,BC2_UNORM,tex1_128x128_A638A6D141D2626F_13_mip0.dds
4be24b21,128,128,0031,BC1_UNORM,tex1_128x128_124176CDAA7E27CB_12_mip0.dds
f7416a6c,256,256,0032,BC2_UNORM,tex1_128x128_6013DACCF8C4819C_13_mip0.dds
30a40c9b,256,256,0032,BC2_UNORM,tex1_128x128_A95BE55772CADD8A_13_mip0.dds
3b18372a,256,256,0032,BC2_UNORM,tex1_128x128_345F56A655518573_13_mip0.dds
7bf86130,256,256,0031,BC1_UNORM,tex1_128x128_6D8D9F5A607D1A22_12_mip0.dds
e7b15ce9,512,128,0031,BC1_UNORM,tex1_128x32_858331C184198554_12_mip0.dds
19f33b02,512,512,0031,BC1_UNORM,tex1_128x128_AD59B820944CA0E8_12_mip0.dds
c685a92f,512,512,0031,BC1_UNORM,tex1_128x128_6C5AE9632E394F1D_12_mip0.dds
61cfe777,256,256,0032,BC2_UNORM,tex1_64x64_A969F758F4DF40E3_12_mip0.dds
493e70a6,256,256,0031,BC1_UNORM,tex1_64x64_98B1D231E7D7770D_12_mip0.dds
4eeaa772,512,256,0031,BC1_UNORM,tex1_128x64_26E8E7A95E24B6DA_12_mip0.dds
9867af60,256,256,0031,BC1_UNORM,tex1_64x64_2B4C87B636F2974D_12_mip0.dds
cd6ed627,512,512,0031,BC1_UNORM,tex1_128x128_79924C0F96E8A3C6_12_mip0.dds
714a25ef,256,256,0031,BC1_UNORM,tex1_128x128_00EC550645DA68A2_12_mip0.dds
890cb6d4,512,256,0032,BC2_UNORM,tex1_128x64_6A6D57BC4FE476FC_13_mip0.dds
e81304c8,256,128,0032,BC2_UNORM,tex1_128x64_D3C342FC9E3B83CE_13_mip0.dds
0be176bc,256,256,0032,BC2_UNORM,tex1_64x64_FCEF250641D97F92_13_mip0.dds
0242c8f8,256,256,0032,BC2_UNORM,tex1_128x128_6601AE651D2F3562_13_mip0.dds
3606ea2a,256,256,0031,BC1_UNORM,tex1_128x128_1D75C9F5BC6B6EF3_12_mip0.dds
0aae8ae1,64,64,0031,BC1_UNORM,tex1_32x32_54B0A0C5916AE9CC_12_mip0.dds
5e0c5a0f,256,256,0032,BC2_UNORM,tex1_64x64_CC3B78F716625453_13_mip0.dds
6e88f310,256,256,0032,BC2_UNORM,tex1_128x128_084A43B42D733A80_13_mip0.dds
1c4c19bc,1024,512,0031,BC1_UNORM,tex1_128x64_903A0D23338BABCC_12_mip0.dds
da976c49,512,512,0031,BC1_UNORM,tex1_128x64_0CE57090610E654F_12_mip0.dds
c1646ffd,256,512,0032,BC2_UNORM,tex1_128x256_1838423251BD1CAB_13_mip0.dds
34640a56,256,256,0032,BC2_UNORM,tex1_64x64_7CBA78EACEAB5EB7_13_mip0.dds
8355a5de,512,512,0031,BC1_UNORM,tex1_128x128_25E34485FEFF2547_12_mip0.dds
e70324d6,256,512,0031,BC1_UNORM,tex1_64x128_A099C02FB162B5D9_12_mip0.dds
2de75838,256,128,0032,BC2_UNORM,tex1_128x64_8AC17EB9A80DC73C_13_mip0.dds
3c152916,256,256,0032,BC2_UNORM,tex1_128x128_FCBD6FA43CF28959_13_mip0.dds
694df82b,256,512,0031,BC1_UNORM,tex1_64x128_92B2E57E4A5C3523_12_mip0.dds
f2189980,128,64,0031,BC1_UNORM,tex1_64x32_B036221FDD97A189_12_mip0.dds
7b848c5e,128,128,0032,BC2_UNORM,tex1_128x128_2503E4B00340E106_13_mip0.dds
7bf86130,256,256,0031,BC1_UNORM,tex1_128x128_6D8D9F5A607D1A22_12_mip0.dds
700d6435,128,128,0032,BC2_UNORM,tex1_64x64_52361BEE0417CA03_13_mip0.dds
5be8a17e,128,128,0032,BC2_UNORM,tex1_64x64_4BA7B4448877D789_13_mip0.dds
0af539d3,64,64,0031,BC1_UNORM,tex1_64x64_03E510AD8ABA8252_12_mip0.dds
eeab644b,64,64,0031,BC1_UNORM,tex1_64x64_2F0F0AD7717636D6_12_mip0.dds
93183ce6,64,64,0031,BC1_UNORM,tex1_64x64_1CC9F5555FA35F3B_12_mip0.dds
c39c118d,64,64,0031,BC1_UNORM,tex1_64x64_38F9B2EA25B1CB44_12_mip0.dds
cd7fc762,256,256,0032,BC2_UNORM,tex1_128x128_D77EA897030AFB06_13_mip0.dds
4f302e71,128,128,0032,BC2_UNORM,tex1_64x64_AA81398CE39B7B7E_13_mip0.dds
8ae69b99,256,256,0032,BC2_UNORM,tex1_128x128_1036A95049EF45A6_13_mip0.dds
996cc820,256,256,0031,BC1_UNORM,tex1_128x128_E90FE963BB7A7252_12_mip0.dds
f3526f62,256,256,0032,BC2_UNORM,tex1_128x128_44F298CE17F55230_13_mip0.dds
f2e019e0,128,128,0032,BC2_UNORM,tex1_64x64_CE64334C88BC4557_13_mip0.dds
5cc07547,256,256,0032,BC2_UNORM,tex1_128x128_D1C876EEB0AECF80_12_mip0.dds
751d3abe,512,512,0031,BC1_UNORM,tex1_128x128_FEAF19F7A112AE1B_12_mip0.dds
8dd3299f,512,512,0031,BC1_UNORM,tex1_128x128_8FE79B4FA8C64309_12_mip0.dds
e36e558e,256,256,0031,BC1_UNORM,tex1_128x128_BA747CABFC4A1126_12_mip0.dds
70c75216,256,256,0031,BC1_UNORM,tex1_128x128_E7F90DB0F7DE5E6D_12_mip0.dds
1ffd13dc,512,512,0031,BC1_UNORM,tex1_128x128_3779DF6B1C102281_12_mip0.dds
19f33b02,512,512,0031,BC1_UNORM,tex1_128x128_AD59B820944CA0E8_12_mip0.dds
9a75bacc,256,128,0032,BC2_UNORM,tex1_128x64_7445F6C4BAF35FD3_13_mip0.dds
890cb6d4,512,256,0032,BC2_UNORM,tex1_128x64_4FC1A10374CC8400_13_mip0.dds
9a0a1788,128,128,0032,BC2_UNORM,tex1_32x32_0F6411051EBF81F5_13_mip0.dds
34640a56,256,256,0032,BC2_UNORM,tex1_128x128_BAC9DCD23C0780AE_13_mip0.dds
97d7b648,256,256,0032,BC2_UNORM,tex1_128x128_B9C783928842FC6F_13_mip0.dds
c1646ffd,256,512,0032,BC2_UNORM,tex1_64x128_CB062E5CE0829F1C_13_mip0.dds
ff5e75a6,256,256,0032,BC2_UNORM,tex1_128x128_AB09D4F31D9EE3CF_13_mip0.dds
c896c90b,128,128,0031,BC1_UNORM,tex1_64x64_A538BC9C82EF1AD9_12_mip0.dds
16f80052,128,128,0031,BC1_UNORM,tex1_64x64_D3F8AC9B18E7FE4B_12_mip0.dds
f9a569f4,256,128,0032,BC2_UNORM,tex1_128x64_B2B5BCC9B7BB6225_13_mip0.dds
eb5dbc51,256,512,0031,BC1_UNORM,tex1_64x128_19D72EDD78B9F147_12_mip0.dds
508874c5,256,256,0032,BC2_UNORM,tex1_128x128_DD8DB1DE56A19986_13_mip0.dds
6e88f310,256,256,0032,BC2_UNORM,tex1_128x128_5E6988A2F2A78848_13_mip0.dds
eca77a1b,64,64,0031,BC1_UNORM,tex1_32x32_9B1A95EA425CB9D3_12_mip0.dds
d588af45,128,128,0032,BC2_UNORM,tex1_128x128_1652C2D7736A4032_13_mip0.dds
e0cd67bb,128,64,0031,BC1_UNORM,tex1_128x64_6F7FADD35032A22E_12_mip0.dds
50235653,128,64,0031,BC1_UNORM,tex1_128x64_87161C518C4BF827_12_mip0.dds
3c152916,256,256,0032,BC2_UNORM,tex1_128x128_F14DAF0DAA268431_13_mip0.dds
ee4655d8,128,256,0032,BC2_UNORM,tex1_64x128_C55C1FC0DA8551E8_13_mip0.dds
e1223808,128,128,0032,BC2_UNORM,tex1_64x64_B94CFD33B2795CFA_13_mip0.dds
7b848c5e,128,128,0032,BC2_UNORM,tex1_128x128_2503E4B00340E106_13_mip0.dds
5da018a8,256,256,0032,BC2_UNORM,tex1_128x128_362D407D8161E888_13_mip0.dds
00f000f0,256,512,0032,BC2_UNORM,tex1_64x128_F18BC0B68FF5D87D_13_mip0.dds
9bd0238b,512,512,0032,BC2_UNORM,tex1_128x128_DCB5786FA7339D58_13_mip0.dds
69330252,128,128,0032,BC2_UNORM,tex1_128x128_D010A14BE29DD6B9_13_mip0.dds
df6e0a7b,128,128,0032,BC2_UNORM,tex1_64x64_C9C7034936073E56_13_mip0.dds
20009cc8,128,64,0032,BC2_UNORM,tex1_128x64_CB44D54E237F5B53_13_mip0.dds
07c3b741,128,64,0032,BC2_UNORM,tex1_128x64_98427060832E084F_13_mip0.dds
08c25f5c,128,128,0031,BC1_UNORM,tex1_64x64_6F3DEC07D3BAEDD3_12_mip0.dds
c76edca6,256,256,0031,BC1_UNORM,tex1_128x128_B87586C2F4C623C4_12_mip0.dds
cb66f6ec,256,256,0031,BC1_UNORM,tex1_128x128_14C486387EEC32DB_12_mip0.dds
786f1048,1024,1024,0031,BC1_UNORM,tex1_128x128_29B6FCB707589780_12_mip0.dds
cd6ed627,512,512,0031,BC1_UNORM,tex1_128x128_79924C0F96E8A3C6_12_mip0.dds
8cc6426b,512,512,0031,BC1_UNORM,tex1_128x128_C6E39B258FACF10A_12_mip0.dds
0a6bbf0a,512,512,0031,BC1_UNORM,tex1_128x128_6978127C29A9E182_12_mip0.dds
33ce55f2,512,512,0031,BC1_UNORM,tex1_128x128_528906B1E6E3A45C_12_mip0.dds
76ed0a28,512,256,0032,BC2_UNORM,tex1_128x64_0093BC7D066BB960_13_mip0.dds
6b3bee86,256,128,0031,BC1_UNORM,tex1_128x64_6455C931035C6214_12_mip0.dds
92da0c4a,256,128,0031,BC1_UNORM,tex1_128x64_90BB94DAEAD0E20D_12_mip0.dds
890cb6d4,512,256,0032,BC2_UNORM,tex1_128x64_E0CF1E5AF9316BC4_13_mip0.dds
0000a70f,128,128,0031,BC1_UNORM,tex1_128x128_3D6989E31D62B51F_12_mip0.dds
fe48778b,256,512,0031,BC1_UNORM,tex1_64x128_033A9309945800E8_12_mip0.dds
3606ea2a,256,256,0031,BC1_UNORM,tex1_128x128_2CB80C03C993D8F0_12_mip0.dds
f57ee4bf,128,128,0032,BC2_UNORM,tex1_128x128_0E6EE79EE12A1EB1_13_mip0.dds
3c2cbfc8,256,256,0031,BC1_UNORM,tex1_128x128_265D677579CE0AF9_12_mip0.dds
8f601b31,256,256,0031,BC1_UNORM,tex1_128x128_1E89AE931B57551C_12_mip0.dds
cc49b1e1,256,256,0031,BC1_UNORM,tex1_128x128_D256E42CF055D114_12_mip0.dds
899a60e3,256,256,0031,BC1_UNORM,tex1_128x128_3D2ABFDEF90C08E7_12_mip0.dds
b0909be7,256,128,0031,BC1_UNORM,tex1_128x64_46E96C8097949449_12_mip0.dds
88e1b279,64,64,0031,BC1_UNORM,tex1_64x64_6F8A059D6A2E0184_12_mip0.dds
d5b0f8a6,256,128,0031,BC1_UNORM,tex1_128x64_449C0EEE2CA9AFD5_12_mip0.dds
9d033986,256,256,0032,BC2_UNORM,tex1_64x64_19D4163877133CAB_13_mip0.dds
3d120d2d,64,128,0031,BC1_UNORM,tex1_64x128_7AF8C813B8213CA1_12_mip0.dds
1c4c19bc,1024,512,0031,BC1_UNORM,tex1_128x64_903A0D23338BABCC_12_mip0.dds
da976c49,512,512,0031,BC1_UNORM,tex1_128x64_0CE57090610E654F_12_mip0.dds
67a0b7ef,128,64,0031,BC1_UNORM,tex1_128x64_2F7BB8F44FEA6815_12_mip0.dds
b768cb6c,128,128,0032,BC2_UNORM,tex1_64x64_2C5C7127086136D8_13_mip0.dds
72866253,64,64,0031,BC1_UNORM,tex1_64x64_CE39ABEE194935C9_12_mip0.dds
7bf86130,256,256,0031,BC1_UNORM,tex1_128x128_6D8D9F5A607D1A22_12_mip0.dds
7af3bae5,64,64,0032,BC2_UNORM,tex1_32x32_9D0EEBAF79012A5F_13_mip0.dds
5d04170e,64,64,0032,BC2_UNORM,tex1_32x32_228E924DFE758647_13_mip0.dds
e1223808,128,128,0032,BC2_UNORM,tex1_64x64_B94CFD33B2795CFA_13_mip0.dds
700d6435,128,128,0032,BC2_UNORM,tex1_64x64_52361BEE0417CA03_13_mip0.dds
a08ed6e1,128,128,0032,BC2_UNORM,tex1_64x64_9E23060C434DB897_13_mip0.dds
1cbe40c4,128,64,0031,BC1_UNORM,tex1_64x32_05EC53E90B76C21E_12_mip0.dds
5be8a17e,128,128,0032,BC2_UNORM,tex1_64x64_4BA7B4448877D789_13_mip0.dds
b9d0c3ef,256,256,0031,BC1_UNORM,tex1_128x128_633F1A7FC6E62783_12_mip0.dds
2e9dc677,512,512,0031,BC1_UNORM,tex1_128x128_146E0CF9EEEC54E7_12_mip0.dds
252b53a6,512,512,0031,BC1_UNORM,tex1_128x128_5A4E2E30B680AB65_12_mip0.dds
3606ea2a,256,256,0031,BC1_UNORM,tex1_128x128_1D75C9F5BC6B6EF3_12_mip0.dds
76ed0a28,512,256,0032,BC2_UNORM,tex1_128x64_B2820B30D0DA3DCC_13_mip0.dds
ab0f583c,512,512,0031,BC1_UNORM,tex1_128x128_96D357EC3D91EC5B_12_mip0.dds
1a52affd,512,512,0031,BC1_UNORM,tex1_128x128_ACA260254BBF82CE_12_mip0.dds
627f0412,512,256,0031,BC1_UNORM,tex1_128x64_903A0D23338BABCC_12_mip0.dds
33ce55f2,512,512,0031,BC1_UNORM,tex1_128x128_528906B1E6E3A45C_12_mip0.dds
d93d803c,512,512,0031,BC1_UNORM,tex1_128x128_4BB27A41D2744A24_12_mip0.dds
07facbed,128,128,0031,BC1_UNORM,tex1_128x128_6E7339FA83C5F693_12_mip0.dds
ac1ba55c,128,128,0031,BC1_UNORM,tex1_128x128_136FE5473BD8E0CC_12_mip0.dds
7a6662eb,128,128,0031,BC1_UNORM,tex1_128x128_EECA9F7CF9F55BF1_12_mip0.dds
6b2c585c,128,128,0031,BC1_UNORM,tex1_128x128_91A5FC560DFA359E_12_mip0.dds
ea18ad9f,256,64,0031,BC1_UNORM,tex1_128x32_9FF561F5C408F874_12_mip0.dds
549912e9,128,128,0031,BC1_UNORM,tex1_128x128_F16933EAB226AC6D_12_mip0.dds
b893d325,128,64,0031,BC1_UNORM,tex1_128x64_98C58E16A5FD30F5_12_mip0.dds
5561ad95,128,128,0032,BC2_UNORM,tex1_128x128_77B11E18210A01F5_13_mip0.dds
e4c9f3ba,256,256,0031,BC1_UNORM,tex1_128x128_86FA82D8672B3AB6_12_mip0.dds
fad0bc13,128,128,0032,BC2_UNORM,tex1_128x128_9604006AA1274A80_13_mip0.dds
a3458847,128,128,0032,BC2_UNORM,tex1_128x128_39B61105513E9621_13_mip0.dds
6db1caf6,512,512,0031,BC1_UNORM,tex1_128x128_A6C407B4923D5A4A_12_mip0.dds
252b53a6,512,512,0031,BC1_UNORM,tex1_128x128_5A4E2E30B680AB65_12_mip0.dds
ab0f583c,512,512,0031,BC1_UNORM,tex1_128x128_96D357EC3D91EC5B_12_mip0.dds
494ad8e1,256,256,0031,BC1_UNORM,tex1_128x128_AA8934305BBACF97_12_mip0.dds
3084ded5,256,256,0031,BC1_UNORM,tex1_128x128_81737204E6568C51_12_mip0.dds
4ac7f126,256,256,0031,BC1_UNORM,tex1_128x128_8FE61974AA6866DC_12_mip0.dds
b6e4b249,256,256,0031,BC1_UNORM,tex1_128x128_01954DCAEAA50AE4_12_mip0.dds
ebed7263,512,512,0031,BC1_UNORM,tex1_128x128_D67871DC94381C32_12_mip0.dds
1681a33e,512,512,0031,BC1_UNORM,tex1_128x128_80D4DE75F64FF933_12_mip0.dds
02fc1787,128,128,0032,BC2_UNORM,tex1_64x64_B269DF90394392E4_13_mip0.dds
4d0d98a4,256,256,0032,BC2_UNORM,tex1_64x64_A1E0D5630C470FA8_13_mip0.dds
eccc5e6c,512,512,0031,BC1_UNORM,tex1_128x128_841B9077F787B29F_12_mip0.dds
4be24b21,128,128,0031,BC1_UNORM,tex1_64x64_B9572DC41D2A78A6_12_mip0.dds
4f352f0c,256,128,0031,BC1_UNORM,tex1_64x32_DA6BD34F98C1C949_12_mip0.dds
